ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft
3356,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,63.37
3357,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,287.11
3358,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,54.96
3359,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,39.24
3360,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,29.32
3363,RT,Not In Park,Eden Prairie,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,957.03
3364,RT,Not In Park,Eden Prairie,Underpass,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,7.67
3365,RT,Not In Park,Plymouth,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,78.93
3366,RT,Not In Park,Plymouth,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,73.72
3371,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,14.81
3372,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,27.12
3373,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,30.06
3374,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,286.26
3375,RT,Baker,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,568.26
3376,RT,Not In Park,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Rush Creek Regional Trail,32.91
3377,RT,Not In Park,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Rush Creek Regional Trail,33.86
3379,RT,Not In Park,Excelsior,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,240.17
3380,RT,Not In Park,Excelsior,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,460.3
3381,RT,Not In Park,Excelsior,Underpass,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,27.69
3382,RT,Not In Park,Excelsior,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,466.2
3383,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,14.58
3384,RT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,2210.82
3385,RT,Not In Park,Deephaven,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,19.56
3387,RT,Not In Park,Greenwood,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,32.29
3388,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,17.14
3389,RT,Not In Park,Hopkins,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,313.23
3390,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,38.6
3391,RT,Not In Park,Golden Valley,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,37.48
3392,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,1357.3
3394,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Cedar Lake Regional Trail,1364.58
3395,RT,Not In Park,St. Louis Park,Underpass,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Cedar Lake Regional Trail,21.61
3397,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,1750.78
3398,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,656.77
3399,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,595.47
3400,RT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,Medicine Lake Regional Trail,2233.06
3401,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,843.6
3402,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,126.93
3404,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,1176.09
3405,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,14.57
3406,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,139.22
3407,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,775.57
3408,RT,Not In Park,Minnetonka,Bridge,10.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,438.66
3409,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,38.86
3410,RT,Not In Park,Loretto,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,365.95
3411,RT,Not In Park,Loretto,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,215.31
3412,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,24.25
3413,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,29.21
3415,RT,Not In Park,Shorewood,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,19.31
3416,RT,Not In Park,Excelsior,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,48.26
3417,RT,Not In Park,Excelsior,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,53.37
3418,RT,Not In Park,Excelsior,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,56.77
3419,RT,Not In Park,Shorewood,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,29.07
3420,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,42.38
3421,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,19.72
3422,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,21.95
3423,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,69.16
3424,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,19.74
3425,RT,Not In Park,Hopkins,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,153.95
3426,RT,Not In Park,Hopkins,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,124.37
3427,RT,Not In Park,Hopkins,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,16.93
3428,RT,Not In Park,Hopkins,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,153.17
3429,RT,Not In Park,Hopkins,Bituminous,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,719.77
3431,RT,Not In Park,Brooklyn Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Rush Creek Regional Trail,1535.21
3432,RT,Not In Park,Victoria,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,41.92
3433,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,390.68
3434,RT,Not In Park,Victoria,Gravel,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,21.93
3435,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,73.03
3436,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,38.16
3439,RT,Not In Park,Loretto,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,205.91
3440,RT,Not In Park,Brooklyn Park,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,40.17
3441,RT,Not In Park,Brooklyn Center,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,191.92
3442,RT,Not In Park,Brooklyn Center,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,46.81
3443,RT,Not In Park,Golden Valley,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,73.79
3444,RT,Not In Park,New Hope,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,175.11
3445,RT,Not In Park,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,118.34
3446,RT,Not In Park,Eden Prairie,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,395.72
3447,RT,Not In Park,Minnetonka,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,289.97
3448,RT,Not In Park,Excelsior,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,29.67
3450,RT,Not In Park,Minnetonka Beach,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,93.66
3451,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,19.25
3452,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,22.08
3453,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,130.76
3454,RT,Not In Park,Brooklyn Park,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,67.09
3460,RT,Not In Park,Maple Grove,Underpass,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,89.28
3461,RT,Not In Park,Maple Grove,Tunnel,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,68.3
3462,RT,Not In Park,Plymouth,Tunnel,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,60.49
3463,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,671.62
3464,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,274.33
3465,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1091.06
3466,RT,Not In Park,Maple Grove,Underpass,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,120.05
3467,RT,Elm Creek,Maple Grove,Bridge,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Medicine Lake Regional Trail,35.64
3468,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,4731.56
3469,RT,Not In Park,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,202.49
3470,RT,Elm Creek,Maple Grove,Bridge,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Medicine Lake Regional Trail,285.29
3471,RT,Elm Creek,Maple Grove,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Medicine Lake Regional Trail,192.25
3472,RT,Not In Park,Maple Grove,Bridge,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Medicine Lake Regional Trail,748.43
3473,RT,Not In Park,Maple Grove,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,217.49
3474,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1533.06
3475,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,45.51
3479,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1610.85
3480,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1032.44
3481,RT,French,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,40.97
3482,RT,French,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,32.32
3483,RT,French,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,741.84
3484,RT,French,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,180.85
3485,RT,Not In Park,Plymouth,Tunnel,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,65.38
3486,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,984.46
3488,RT,Not In Park,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,1975.85
3489,RT,Elm Creek,Maple Grove,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Medicine Lake Regional Trail,599.03
3490,RT,Elm Creek,Maple Grove,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Medicine Lake Regional Trail,949.6
3491,RT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,122.97
3492,RT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,482.12
3493,RT,Not In Park,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,1240.22
3494,RT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,63.02
3495,RT,Not In Park,Maple Grove,Tunnel,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,72.52
3496,RT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,808.6
3497,RT,Not In Park,Maple Grove,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,57.43
3498,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1471.34
3499,RT,Fish,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,28.47
3500,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,771.95
3501,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,35.59
3502,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,46.75
3503,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,563.97
3504,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,28.24
3505,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,29.52
3506,RT,Not In Park,Plymouth,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,122.0
3507,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,35.85
3508,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,668.61
3509,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,660.46
3510,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,825.0
3511,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,57.21
3532,RT,Not In Park,Minnetrista,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,150.03
3533,RT,Fish,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,28.54
3534,RT,Not In Park,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,47.59
3535,RT,Not In Park,Maple Grove,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,395.35
3536,RT,Not In Park,St. Bonifacius,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,54.54
3537,RT,Not In Park,St. Bonifacius,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,252.26
3538,RT,Not In Park,Minnetrista,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,285.24
3539,RT,Not In Park,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,2296.09
